experiment_name,run_mode,num_nodes,network_type,network_label,resource_consumption_mode,resource_consumption_fixed_mode,consumption_label,strategy_update_rule,r,final_actual_cooperation_mean,final_mean_resource_mean,final_mean_pool_grown_mean,final_mean_consumption_mean,final_mean_payoff_mean,final_gini_mean,return_mean,return_std
n50_regular_d4__uniform__piecewise_linear_constant__fermi__r1p25,uniform,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,fermi,1.25,0.0,0.0,0.0,0.0,0.0,0.0,14.670979610117186,4.91367033683717
n50_regular_d4__uniform__piecewise_linear_constant__fermi__r1p75,uniform,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,fermi,1.75,0.0,0.0,0.0,0.0,0.0,0.0,25.48162311390888,13.240489892430903
n50_regular_d4__uniform__piecewise_linear_constant__fermi__r2p25,uniform,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,fermi,2.25,0.0,0.0,0.0,0.0,0.0,0.0,46.97267761721103,39.93537091977747
n50_ws_k4_p0p1__uniform__piecewise_linear_constant__fermi__r0p25,uniform,50,small_world,n50_ws_k4_p0p1,piecewise_linear,constant,piecewise_linear_constant,fermi,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2.3785824434377827,0.46606218712061764
n50_ws_k4_p0p1__uniform__piecewise_linear_constant__fermi__r0p75,uniform,50,small_world,n50_ws_k4_p0p1,piecewise_linear,constant,piecewise_linear_constant,fermi,0.75,0.0,0.0,0.0,0.0,0.0,0.0,8.385117046039117,1.4986644787737458
n50_ws_k4_p0p1__uniform__piecewise_linear_constant__fermi__r1p25,uniform,50,small_world,n50_ws_k4_p0p1,piecewise_linear,constant,piecewise_linear_constant,fermi,1.25,0.0,0.0,0.0,0.0,0.0,0.0,17.26179318723245,4.2163989176762815
n50_ws_k4_p0p1__uniform__piecewise_linear_constant__fermi__r1p75,uniform,50,small_world,n50_ws_k4_p0p1,piecewise_linear,constant,piecewise_linear_constant,fermi,1.75,0.0,0.0,0.0,0.0,0.0,0.0,39.562278920026685,19.636256705905584
n50_ws_k4_p0p1__uniform__piecewise_linear_constant__fermi__r2p25,uniform,50,small_world,n50_ws_k4_p0p1,piecewise_linear,constant,piecewise_linear_constant,fermi,2.25,0.0,0.0,0.0,0.0,0.0,0.0,128.77862231591345,117.99731068547705
n50_ba_m2__uniform__piecewise_linear_degree_scaled__fermi__r0p25,uniform,50,scale_free,n50_ba_m2,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2.5160202729951306,0.7762421065506819
n50_ba_m2__uniform__piecewise_linear_degree_scaled__fermi__r0p75,uniform,50,scale_free,n50_ba_m2,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,0.75,0.0,0.0,0.0,0.0,0.0,0.0,11.802622919352965,7.000214110476451
n50_ba_m2__uniform__piecewise_linear_degree_scaled__fermi__r1p25,uniform,50,scale_free,n50_ba_m2,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,1.25,0.0,0.0,0.0,0.0,0.0,0.0,52.385275668490046,69.82852238286604
n50_ba_m2__uniform__piecewise_linear_degree_scaled__fermi__r1p75,uniform,50,scale_free,n50_ba_m2,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,1.75,0.0,0.0,0.0,0.0,0.0,0.0,214.88890795397168,217.9358716218321
n50_ba_m2__uniform__piecewise_linear_degree_scaled__fermi__r2p25,uniform,50,scale_free,n50_ba_m2,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,2.25,0.0,0.0,0.0,0.0,0.0,0.0,341.33420283375415,235.7063445825263
n50_er_k4__uniform__piecewise_linear_degree_scaled__fermi__r0p25,uniform,50,erdos_renyi,n50_er_k4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,0.25,0.008,1.498181818181818,0.8,0.07090909090909091,0.07090909090909099,0.9799999999850837,73.48734077990204,87.28602209636627
n50_er_k4__uniform__piecewise_linear_degree_scaled__fermi__r0p75,uniform,50,erdos_renyi,n50_er_k4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,0.75,0.008,1.498181818181818,0.8,0.07090909090909091,0.07090909090909099,0.9799999999850837,81.72195569110758,91.19429729346528
n50_er_k4__uniform__piecewise_linear_degree_scaled__fermi__r1p25,uniform,50,erdos_renyi,n50_er_k4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,1.25,0.008,1.498181818181818,0.8,0.07090909090909091,0.07090909090909099,0.9799999999850837,105.51225681829665,108.10231019354411
n50_er_k4__uniform__piecewise_linear_degree_scaled__fermi__r1p75,uniform,50,erdos_renyi,n50_er_k4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,1.75,0.008,1.498181818181818,0.8,0.07090909090909091,0.07090909090909099,0.9799999999850837,179.14895657191101,183.7679098243316
n50_er_k4__uniform__piecewise_linear_degree_scaled__fermi__r2p25,uniform,50,erdos_renyi,n50_er_k4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,2.25,0.008,1.498181818181818,0.8,0.07090909090909091,0.07090909090909099,0.9799999999850837,246.07425667396697,163.57902299371216
n50_regular_d4__uniform__piecewise_linear_degree_scaled__fermi__r0p25,uniform,50,regular,n50_regular_d4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2.3012122997265627,0.4544307359794329
n50_regular_d4__uniform__piecewise_linear_degree_scaled__fermi__r0p75,uniform,50,regular,n50_regular_d4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,0.75,0.0,0.0,0.0,0.0,0.0,0.0,7.854559159619977,2.1419044298856265
n50_regular_d4__uniform__piecewise_linear_degree_scaled__fermi__r1p25,uniform,50,regular,n50_regular_d4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,1.25,0.0,0.0,0.0,0.0,0.0,0.0,14.670979610117186,4.91367033683717
n50_regular_d4__uniform__piecewise_linear_degree_scaled__fermi__r1p75,uniform,50,regular,n50_regular_d4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,1.75,0.0,0.0,0.0,0.0,0.0,0.0,25.48162311390888,13.240489892430903
n50_regular_d4__uniform__piecewise_linear_degree_scaled__fermi__r2p25,uniform,50,regular,n50_regular_d4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,2.25,0.0,0.0,0.0,0.0,0.0,0.0,46.97267761721103,39.93537091977747
n50_ws_k4_p0p1__uniform__piecewise_linear_degree_scaled__fermi__r0p25,uniform,50,small_world,n50_ws_k4_p0p1,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2.404401415928674,0.45947950376616536
n50_ws_k4_p0p1__uniform__piecewise_linear_degree_scaled__fermi__r0p75,uniform,50,small_world,n50_ws_k4_p0p1,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,0.75,0.0,0.0,0.0,0.0,0.0,0.0,8.389096818606307,1.4820562895429807
n50_ws_k4_p0p1__uniform__piecewise_linear_degree_scaled__fermi__r1p25,uniform,50,small_world,n50_ws_k4_p0p1,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,1.25,0.0,0.0,0.0,0.0,0.0,0.0,17.33254471994012,4.273820620108271
n50_ws_k4_p0p1__uniform__piecewise_linear_degree_scaled__fermi__r1p75,uniform,50,small_world,n50_ws_k4_p0p1,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,1.75,0.0,0.0,0.0,0.0,0.0,0.0,39.93813369443086,19.50414563707242
n50_ws_k4_p0p1__uniform__piecewise_linear_degree_scaled__fermi__r2p25,uniform,50,small_world,n50_ws_k4_p0p1,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,2.25,0.0,0.0,0.0,0.0,0.0,0.0,129.4883047807389,120.39321766371948
n50_ba_m2__uniform__piecewise_linear_constant__q_learning__r0p25,uniform,50,scale_free,n50_ba_m2,piecewise_linear,constant,piecewise_linear_constant,q_learning,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.8181863377413392,0.3171206067001243
n50_ba_m2__uniform__piecewise_linear_constant__q_learning__r0p75,uniform,50,scale_free,n50_ba_m2,piecewise_linear,constant,piecewise_linear_constant,q_learning,0.75,0.0,0.0,0.0,0.0,0.0,0.0,8.049654977059543,2.999332805812148
n50_ba_m2__uniform__piecewise_linear_constant__q_learning__r1p25,uniform,50,scale_free,n50_ba_m2,piecewise_linear,constant,piecewise_linear_constant,q_learning,1.25,0.0,0.0,0.0,0.0,0.0,0.0,663.5532014310542,592.4005523471334
n50_ba_m2__uniform__piecewise_linear_constant__q_learning__r1p75,uniform,50,scale_free,n50_ba_m2,piecewise_linear,constant,piecewise_linear_constant,q_learning,1.75,0.0,0.0,0.0,0.0,0.0,0.0,1543.3055054644085,790.7951004942598
n50_ba_m2__uniform__piecewise_linear_constant__q_learning__r2p25,uniform,50,scale_free,n50_ba_m2,piecewise_linear,constant,piecewise_linear_constant,q_learning,2.25,0.0,0.0,0.0,0.0,0.0,0.0,2661.1360828374864,628.8093064845341
n50_er_k4__uniform__piecewise_linear_constant__q_learning__r0p25,uniform,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,q_learning,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.9832606973524698,0.33521793007235473
n50_er_k4__uniform__piecewise_linear_constant__q_learning__r0p75,uniform,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,q_learning,0.75,0.016,2.7839621472669593,1.6,0.19999579414077326,0.2000420585922673,0.7839999999995493,212.55661397004127,99.6423107225318
n50_er_k4__uniform__piecewise_linear_constant__q_learning__r1p25,uniform,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,q_learning,1.25,0.02,3.420373588138734,2.0,0.24949289868218574,0.20000851317720508,0.9799999999994261,1196.9148043283626,804.2407436246906
n50_er_k4__uniform__piecewise_linear_constant__q_learning__r1p75,uniform,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,q_learning,1.75,0.02,3.3799191315534047,2.0,0.24999568548520906,0.15000110733443311,0.9799999999994193,2402.4759080356116,488.5306813834591
n50_er_k4__uniform__piecewise_linear_constant__q_learning__r2p25,uniform,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,q_learning,2.25,0.016,3.4299126491281386,1.6,0.24999029434757097,0.2000970565242907,0.9799999999994281,2908.1038538782386,506.75893140549016
n50_regular_d4__uniform__piecewise_linear_constant__q_learning__r0p25,uniform,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,q_learning,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.6766389203125,0.2650899354798423
n50_regular_d4__uniform__piecewise_linear_constant__q_learning__r0p75,uniform,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,q_learning,0.75,0.0,0.0,0.0,0.0,0.0,0.0,9.602154555093495,4.488219305341342
n50_regular_d4__uniform__piecewise_linear_constant__q_learning__r1p25,uniform,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,q_learning,1.25,0.0,0.0,0.0,0.0,0.0,0.0,779.0923290759056,1007.2648263842916
n50_regular_d4__uniform__piecewise_linear_constant__q_learning__r1p75,uniform,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,q_learning,1.75,0.0,0.0,0.0,0.0,0.0,0.0,2706.687701238602,312.53087946237025
n50_regular_d4__uniform__piecewise_linear_constant__q_learning__r2p25,uniform,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,q_learning,2.25,0.0,0.0,0.0,0.0,0.0,0.0,2668.75419816203,478.4899980774087
n50_ws_k4_p0p1__uniform__piecewise_linear_constant__q_learning__r0p25,uniform,50,small_world,n50_ws_k4_p0p1,piecewise_linear,constant,piecewise_linear_constant,q_learning,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.7479481413456484,0.24968689932118837
n50_ws_k4_p0p1__uniform__piecewise_linear_constant__q_learning__r0p75,uniform,50,small_world,n50_ws_k4_p0p1,piecewise_linear,constant,piecewise_linear_constant,q_learning,0.75,0.0,0.0,0.0,0.0,0.0,0.0,14.070025265315937,4.8783632132971455
n50_ws_k4_p0p1__uniform__piecewise_linear_constant__q_learning__r1p25,uniform,50,small_world,n50_ws_k4_p0p1,piecewise_linear,constant,piecewise_linear_constant,q_learning,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1504.0358447750993,662.4451736819606
n50_ws_k4_p0p1__uniform__piecewise_linear_constant__q_learning__r1p75,uniform,50,small_world,n50_ws_k4_p0p1,piecewise_linear,constant,piecewise_linear_constant,q_learning,1.75,0.0,0.0,0.0,0.0,0.0,0.0,2038.9300727190707,571.558049459197
n50_ws_k4_p0p1__uniform__piecewise_linear_constant__q_learning__r2p25,uniform,50,small_world,n50_ws_k4_p0p1,piecewise_linear,constant,piecewise_linear_constant,q_learning,2.25,0.0,0.0,0.0,0.0,0.0,0.0,2763.1651537713783,622.1574374898775
n50_ba_m2__uniform__piecewise_linear_degree_scaled__q_learning__r0p25,uniform,50,scale_free,n50_ba_m2,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.7447085859219016,0.28163244728796166
n50_ba_m2__uniform__piecewise_linear_degree_scaled__q_learning__r0p75,uniform,50,scale_free,n50_ba_m2,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,0.75,0.0,0.0,0.0,0.0,0.0,0.0,7.502031638596395,2.5195631757659984
n50_ba_m2__uniform__piecewise_linear_degree_scaled__q_learning__r1p25,uniform,50,scale_free,n50_ba_m2,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,1.25,0.0,0.0,0.0,0.0,0.0,0.0,662.7155594022581,905.2414534936673
n50_ba_m2__uniform__piecewise_linear_degree_scaled__q_learning__r1p75,uniform,50,scale_free,n50_ba_m2,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,1.75,0.0,0.0,0.0,0.0,0.0,0.0,1520.0708156569658,743.9934235576224
n50_ba_m2__uniform__piecewise_linear_degree_scaled__q_learning__r2p25,uniform,50,scale_free,n50_ba_m2,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,2.25,0.0,0.0,0.0,0.0,0.0,0.0,2535.544903317611,578.9408468410713
n50_er_k4__uniform__piecewise_linear_degree_scaled__q_learning__r0p25,uniform,50,erdos_renyi,n50_er_k4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,0.25,0.02,3.6254413727761827,2.0,0.17727126364179804,0.17728736358201932,0.9799999999994593,178.47313882656826,0.3765334988023936
n50_er_k4__uniform__piecewise_linear_degree_scaled__q_learning__r0p75,uniform,50,erdos_renyi,n50_er_k4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,0.75,0.02,3.6222237481501565,2.0,0.1769137497944619,0.18086250205538107,0.9799999999994589,191.12812268150643,7.522612593843781
n50_er_k4__uniform__piecewise_linear_degree_scaled__q_learning__r1p25,uniform,50,erdos_renyi,n50_er_k4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,1.25,0.02,3.6253998448171827,2.0,0.17726664942413142,0.17733350575868592,0.9799999999994593,1063.648374960789,719.1696339899627
n50_er_k4__uniform__piecewise_linear_degree_scaled__q_learning__r1p75,uniform,50,erdos_renyi,n50_er_k4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,1.75,0.02,3.589999293319269,2.0,0.17727264875264617,0.14181896701899283,0.9799999999994536,2269.766844331095,468.5487201332688
n50_er_k4__uniform__piecewise_linear_degree_scaled__q_learning__r2p25,uniform,50,erdos_renyi,n50_er_k4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,2.25,0.016,3.589999293319269,1.6,0.17727264875264617,0.14181896701899283,0.9799999999994536,2472.6396024281385,195.00313728334385
n50_regular_d4__uniform__piecewise_linear_degree_scaled__q_learning__r0p25,uniform,50,regular,n50_regular_d4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.6766389203125,0.2650899354798423
n50_regular_d4__uniform__piecewise_linear_degree_scaled__q_learning__r0p75,uniform,50,regular,n50_regular_d4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,0.75,0.0,0.0,0.0,0.0,0.0,0.0,9.602154555093495,4.488219305341342
n50_regular_d4__uniform__piecewise_linear_degree_scaled__q_learning__r1p25,uniform,50,regular,n50_regular_d4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,1.25,0.0,0.0,0.0,0.0,0.0,0.0,779.0923290759056,1007.2648263842916
n50_regular_d4__uniform__piecewise_linear_degree_scaled__q_learning__r1p75,uniform,50,regular,n50_regular_d4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,1.75,0.0,0.0,0.0,0.0,0.0,0.0,2706.687701238602,312.53087946237025
n50_regular_d4__uniform__piecewise_linear_degree_scaled__q_learning__r2p25,uniform,50,regular,n50_regular_d4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,2.25,0.0,0.0,0.0,0.0,0.0,0.0,2668.75419816203,478.4899980774087
n50_ws_k4_p0p1__uniform__piecewise_linear_degree_scaled__q_learning__r0p25,uniform,50,small_world,n50_ws_k4_p0p1,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.7510613371789816,0.2493704714929603
n50_ws_k4_p0p1__uniform__piecewise_linear_degree_scaled__q_learning__r0p75,uniform,50,small_world,n50_ws_k4_p0p1,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,0.75,0.0,0.0,0.0,0.0,0.0,0.0,14.259143385042247,5.176851624693588
n50_ws_k4_p0p1__uniform__piecewise_linear_degree_scaled__q_learning__r1p25,uniform,50,small_world,n50_ws_k4_p0p1,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1373.3874107728807,826.4917861782121
n50_ws_k4_p0p1__uniform__piecewise_linear_degree_scaled__q_learning__r1p75,uniform,50,small_world,n50_ws_k4_p0p1,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,1.75,0.0,0.0,0.0,0.0,0.0,0.0,2082.230695864006,675.110391718277
n50_ws_k4_p0p1__uniform__piecewise_linear_degree_scaled__q_learning__r2p25,uniform,50,small_world,n50_ws_k4_p0p1,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,2.25,0.0,0.0,0.0,0.0,0.0,0.0,2786.711354192629,589.1172488044466
